ID2005,WTR USED NET FOR EMAIL 2005, WTR USED NET FOR SCHOOL 2005, WTR USED NET TO SHOP 2005,WTR USED NET FOR GAMES 2005,HOW OFN WRY ABT MONEY 2005,HOW OFN WRY ABT FUTURE JOB 2005,HOW OFN FEEL DISCOURAGED 2005,LIKELIHOOD OF DIVORCE 2005,AVG HRS/WK WORKED 2005,HOW OFN MSCLBLD 2005,NMBR OF HRS OF SLP IN 24HR 2005,FREQ OF SNCK INSTD OF MEAL 2005,HOW OFN HAVE DRINKS 2005,ID2007,WTR USED NET FOR EMAIL 2007,WTR USED NET FOR SCHOOL 2007,WTR USED NET TO SHOP 2007,WTR USED NET FOR GAMES 2007,HOW OFN WRY ABT MONEY 2007,HOW OFN WRY ABT FUTURE JOB 2007,HOW OFN FEEL DISCOURAGED 2007,LIKELIHOOD OF DIVORCE 2007,AVG HRS/WK WORKED 2007,HOW OFN MSCLBLD 2007,NMBR OF HRS OF SLP IN 24HR 2007,FREQ OF SNCK INSTD OF MEAL 2007,HOW OFN HAVE DRINKS 2007,FRQ ATD RELIG PAST YR 2007,ID2009,WTR USED NET FOR EMAIL 2009,WTR USED NET FOR SCHOOL 2009,WTR USED NET TO SHOP 2009,WTR USED NET FOR GAMES 2009,HOW OFN WRY ABT MONEY 2009,HOW OFN WRY ABT FUTURE JOB 2009,HOW OFN FEEL DISCOURAGED 2009,LIKELIHOOD OF DIVORCE 2009,AVG HRS/WK WORKED 2009,HOW OFN MSCLBLD 2009,NMBR OF HRS OF SLP IN 24HR 2009,FREQ OF SNCK INSTD OF MEAL 2009,HOW OFN HAVE DRINKS 2009,ID2011,WTR USED NET FOR EMAIL 2011,WTR USED NET FOR SCHOOL 2011,WTR USED NET TO SHOP 2011,WTR USED NET FOR GAMES 2011,HOW OFN WRY ABT MONEY 2011,HOW OFN WRY ABT FUTURE JOB 2011,HOW OFN FEEL DISCOURAGED 2011,LIKELIHOOD OF DIVORCE 2011,AVG HRS/WK WORKED 2011,HOW OFN MSCLBLD 2011,NMBR OF HRS OF SLP IN 24HR 2011,FREQ OF SNCK INSTD OF MEAL 2011,HOW OFN HAVE DRINKS 2011,ID2013,WTR USED NET FOR EMAIL 2013,WTR USED NET FOR SCHOOL 2013,WTR USED NET TO SHOP 2013,WTR USED NET FOR GAMES 2013,HOW OFN WRY ABT MONEY 2013,HOW OFN WRY ABT FUTURE JOB 2013,HOW OFN FEEL DISCOURAGED 2013,LIKELIHOOD OF DIVORCE 2013,AVG HRS/WK WORKED 2013,HOW OFN MSCLBLD 2013,NMBR OF HRS OF SLP IN 24HR 2013,FREQ OF SNCK INSTD OF MEAL 2013,HOW OFN HAVE DRINKS 2013,ID2015,WTR USED NET FOR EMAIL 2015,WTR USED NET FOR SCHOOL 2015,WTR USED NET TO SHOP 2015,WTR USED NET FOR GAMES 2015,HOW OFN WRY ABT MONEY 2015,HOW OFN WRY ABT FUTURE JOB 2015,HOW OFN FEEL DISCOURAGED 2015,LIKELIHOOD OF DIVORCE 2015,AVG HRS/WK WORKED 2015,HOW OFN MSCLBLD 2015,NMBR OF HRS OF SLP IN 24HR 2015,FREQ OF SNCK INSTD OF MEAL 2015,HOW OFN HAVE DRINKS 2015
3793,6,6,4,5,5,2,3,3,0,5,7,4,1,1454,6,6,2,4,1,1,2,2,30,3,7,4,2,4,6041,6,1,2,3,6,5,3,2,0,0,8,3,2,6448,6,6,2,5,5,3,3,3,0,0,8,4,2,4738,,,,,,,,,,,,,,3914,,,,,,,,,,,,,
3714,,,,,,,,,,,,,,1915,,,,,,,,,,,,,,,3587,,,,,,,,,,,,,,2998,,,,,,,,,,,,,,1143,6,4,1,3,5,4,3,1,0,6,6,5,0,2489,6,4,2,1,4,3,3,1,30,5,6,6,0
6414,3,1,7,1,5,2,3,1,0,0,9,2,4,8196,4,1,1,1,1,1,1,1,0,0,8,4,1,5,4117,5,2,1,1,2,2,1,1,0,0,7,4,1,7953,5,1,1,1,2,2,1,1,0,0,7,4,2,5007,,,,,,,,,,,,,,2921,,,,,,,,,,,,,
5212,,,,,,,,,,,,,,4625,6,4,1,1,7,2,3,1,35,1,7,6,0,4,1176,6,2,1,1,7,3,3,1,20,1,7,4,4,3887,6,4,1,1,3,1,1,1,30,1,6,6,5,6744,6,1,1,1,7,1,7,1,47,1,6,6,3,6327,6,1,1,1,2,1,1,1,0,0,5,6,3
4559,,,,,,,,,,,,,,2222,,,,,,,,,,,,,,,1387,,,,,,,,,,,,,,3278,6,4,3,2,1,3,1,2,0,1,9,6,0,5099,5,3,2,1,1,1,1,1,0,5,12,6,0,2802,6,5,4,2,2,4,2,2,25,0,9,5,3
1519,1,1,2,2,2,5,5,1,0,2,8,5,0,3361,0,0,0,0,5,6,7,2,40,6,8,5,1,2,4681,1,1,1,1,2,3,2,2,0,0,10,6,1,2501,1,1,1,1,7,5,6,2,0,0,9,5,2,83,1,1,1,5,6,3,4,3,0,0,10,5,1,2814,,,,,,,,,,,,,
1519,,,,,,,,,,,,,,3426,,,,,,,,,,,,,,,5352,2,1,1,1,7,7,5,2,0,5,9,5,1,4216,1,1,1,1,4,7,2,2,0,0,7,3,0,1010,1,1,1,5,4,4,1,1,0,0,8,5,0,713,1,1,1,1,1,1,1,1,0,0,8,4,0
2598,,,,,,,,,,,,,,3737,,,,,,,,,,,,,,,4925,,,,,,,,,,,,,,2764,4,4,3,2,3,3,2,2,0,3,8,4,0,1296,,,,,,,,,,,,,,1213,3,4,2,4,2,4,3,3,0,1,8,5,3
3198,3,4,2,4,3,2,3,2,0,1,8,3,4,4687,6,2,2,4,3,1,1,1,40,1,7,4,3,3,8672,,,,,,,,,,,,,,0,,,,,,,,,,,,,,4110,,,,,,,,,,,,,,8562,,,,,,,,,,,,,
2142,5,3,1,1,4,4,3,1,0,6,6,3,0,4062,6,4,2,7,4,4,2,2,20,2,8,1,4,3,6613,6,4,2,1,5,4,3,2,0,0,6,5,3,1325,1,7,7,7,6,6,5,1,0,0,5,2,2,8671,5,7,7,7,6,5,5,1,0,0,6,2,4,8195,,,,,,,,,,,,,
2142,,,,,,,,,,,,,,4062,,,,,,,,,,,,,,,4970,,,,,,,,,,,,,,1790,,,,,,,,,,,,,,0,,,,,,,,,,,,,,7408,5,7,2,7,5,3,2,1,39,0,8,6,2
973,,,,,,,,,,,,,,5978,,,,,,,,,,,,,,,6445,,,,,,,,,,,,,,1170,5,1,1,1,7,7,6,0,0,3,3,6,5,5295,6,1,1,1,1,7,6,1,45,1,3,6,1,6985,6,1,1,1,1,1,1,1,0,2,5,5,0
973,,,,,,,,,,,,,,5978,,,,,,,,,,,,,,,6445,,,,,,,,,,,,,,1170,,,,,,,,,,,,,,5295,1,4,6,4,6,1,1,1,30,2,10,6,0,6985,,,,,,,,,,,,,
6252,,,,,,,,,,,,,,3145,5,4,2,2,6,3,3,1,20,1,8,5,0,6,2984,6,5,1,1,5,4,3,1,0,2,9,5,0,6468,5,1,1,1,2,3,2,1,0,0,8,5,4,350,6,3,1,1,3,3,2,1,0,0,8,4,1,958,6,5,1,1,4,3,3,1,0,0,6,4,0
6252,,,,,,,,,,,,,,3145,,,,,,,,,,,,,,,2984,4,2,1,1,4,5,4,2,0,3,10,4,0,5674,6,1,1,1,5,4,3,2,40,2,9,5,0,1063,5,3,2,1,5,4,2,2,30,5,8,2,3,3362,3,1,1,1,6,5,4,1,35,5,9,5,4
6639,,,,,,,,,,,,,,5613,4,6,7,7,6,5,3,3,20,4,6,5,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,
1020,,,,,,,,,,,,,,804,4,2,2,6,2,1,1,1,20,6,7,6,0,3,5491,6,2,1,5,5,3,2,1,0,0,6,4,2,2369,6,2,1,6,3,1,1,1,0,0,6,5,4,4573,5,1,2,4,5,2,1,1,0,0,6,5,0,750,,,,,,,,,,,,,
654,,,,,,,,,,,,,,1024,,,,,,,,,,,,,,,3045,,,,,,,,,,,,,,5102,4,5,1,3,3,1,1,1,0,0,6,2,0,3864,6,4,4,6,4,4,1,2,0,0,5,2,2,2729,6,7,7,5,4,6,1,1,40,0,4,1,6
2474,,,,,,,,,,,,,,5861,,,,,,,,,,,,,,,4205,,,,,,,,,,,,,,1535,3,3,1,1,1,3,1,1,0,6,7,3,0,4440,4,1,1,1,4,4,2,1,0,5,6,5,1,6423,2,1,1,2,4,6,3,2,0,6,6,4,3
2474,,,,,,,,,,,,,,5861,,,,,,,,,,,,,,,4205,,,,,,,,,,,,,,1535,,,,,,,,,,,,,,4440,6,4,2,1,1,2,1,2,0,6,6,4,0,6423,6,1,2,1,6,6,5,2,0,5,8,5,0
4261,7,3,7,7,6,6,2,1,0,0,8,2,3,3079,5,4,1,1,4,2,2,2,0,0,6,4,4,0,2132,6,6,1,7,7,4,2,3,0,0,6,5,4,3063,5,5,3,3,6,5,4,3,0,0,7,4,4,1307,,,,,,,,,,,,,,2358,,,,,,,,,,,,,
3536,,,,,,,,,,,,,,2324,,,,,,,,,,,,,,,955,5,3,1,3,2,1,1,2,10,6,8,4,1,5124,5,4,1,1,2,1,2,2,10,6,8,4,1,5910,5,4,2,2,2,3,2,2,10,6,6,4,2,2125,5,3,2,3,4,2,4,2,17,0,7,4,5
2542,,,,,,,,,,,,,,4996,,,,,,,,,,,,,,,7183,,,,,,,,,,,,,,7270,6,4,3,2,1,3,3,1,0,1,8,4,3,8477,6,5,2,1,5,2,1,2,0,1,8,2,5,0,,,,,,,,,,,,,
6748,4,4,3,2,3,4,2,3,50,1,5,5,1,8112,6,5,3,1,6,5,5,1,70,2,5,5,3,1,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,
4945,2,4,1,3,2,2,2,1,0,1,8,5,5,1468,4,4,2,7,2,2,2,2,0,6,8,5,5,2,2164,4,1,1,1,3,3,2,2,0,2,7,5,5,4700,5,4,1,1,5,4,4,2,30,2,8,4,5,4083,,,,,,,,,,,,,,1145,,,,,,,,,,,,,
3605,5,4,3,1,4,6,4,2,25,1,6,5,4,1759,5,5,1,1,2,5,4,2,35,1,7,5,5,3,730,6,7,2,1,2,3,5,0,0,2,6,5,3,4504,6,1,2,1,4,6,4,2,45,1,6,5,5,6156,6,1,3,2,5,4,3,2,0,0,8,5,4,8394,,,,,,,,,,,,,
3741,6,2,1,7,1,3,1,2,25,5,8,5,3,3126,6,6,2,1,5,4,2,2,35,1,5,4,4,5,2104,6,2,1,1,5,6,6,2,15,4,7,4,4,5820,6,4,6,1,1,1,3,3,0,1,6,1,4,3622,6,6,5,1,2,1,5,3,5,1,6,1,4,3363,,,,,,,,,,,,,
6957,6,4,2,2,5,6,4,2,0,2,7,4,3,4755,6,4,1,2,6,4,2,2,20,4,7,6,5,0,2243,6,4,2,2,5,6,4,2,20,3,7,5,5,8133,6,1,2,2,1,4,2,2,0,0,7,5,5,216,6,1,1,1,5,6,5,2,0,0,7,5,3,1059,,,,,,,,,,,,,
3605,,,,,,,,,,,,,,1759,,,,,,,,,,,,,,,730,5,2,1,1,5,2,2,1,22,1,8,2,3,4504,4,2,1,1,5,4,5,1,0,1,8,5,3,6839,3,1,1,1,4,2,1,1,0,0,8,4,5,4332,3,1,2,1,2,2,1,1,35,0,8,5,5
4742,,,,,,,,,,,,,,2844,,,,,,,,,,,,,,,1722,4,4,1,1,5,2,4,1,0,1,7,4,0,6196,6,6,1,1,4,4,3,2,40,1,6,3,1,199,5,4,1,1,5,3,5,2,0,5,8,2,4,8555,5,4,2,1,5,4,4,2,0,0,7,2,3
4742,,,,,,,,,,,,,,2844,,,,,,,,,,,,,,,1722,,,,,,,,,,,,,,6196,5,5,2,2,6,6,3,2,20,1,6,2,2,199,6,5,1,1,4,3,2,2,12,5,8,4,0,1684,5,5,2,1,3,1,1,2,0,2,8,2,0
1349,4,3,1,1,4,3,3,1,0,5,6,2,5,4729,3,2,7,1,1,3,2,2,40,3,6,4,5,1,7357,3,7,1,1,4,4,2,2,0,0,6,2,4,1243,3,1,1,1,3,2,2,2,0,0,7,3,4,4129,,,,,,,,,,,,,,2215,,,,,,,,,,,,,
3024,,,,,,,,,,,,,,6245,6,5,1,2,6,3,5,2,15,4,4,5,0,2,3266,5,5,1,1,5,5,3,2,25,5,5,5,3,130,6,2,1,1,2,1,2,2,0,4,6,4,4,7356,6,1,2,1,2,1,2,2,0,0,6,5,5,4675,,,,,,,,,,,,,
2195,,,,,,,,,,,,,,5855,,,,,,,,,,,,,,,2873,,,,,,,,,,,,,,6288,,,,,,,,,,,,,,7511,5,3,1,1,2,3,2,1,0,2,6,2,0,7352,,,,,,,,,,,,,
2195,,,,,,,,,,,,,,5855,,,,,,,,,,,,,,,2873,,,,,,,,,,,,,,6288,,,,,,,,,,,,,,7511,,,,,,,,,,,,,,7352,4,4,3,1,1,1,1,1,0,1,8,5,0
6381,,,,,,,,,,,,,,2772,,,,,,,,,,,,,,,3793,,,,,,,,,,,,,,2926,5,3,2,3,3,4,2,2,0,5,8,6,0,5459,5,4,2,3,5,5,4,3,0,5,9,5,4,5075,6,5,4,4,7,4,3,3,0,0,7,5,3
7674,2,3,4,3,4,1,1,1,0,0,8,5,4,1127,6,7,2,7,4,3,2,1,0,0,7,3,4,2,1104,2,1,1,1,4,4,2,3,0,0,6,6,0,6531,6,1,2,1,4,4,3,1,0,0,7,6,0,5774,,,,,,,,,,,,,,8786,,,,,,,,,,,,,
7549,3,2,2,7,4,2,1,8,0,2,8,6,5,5828,6,3,2,1,3,2,2,2,40,2,8,2,4,3,7637,,,,,,,,,,,,,,7059,6,3,2,1,4,4,4,1,0,0,7,6,0,4190,4,7,4,1,4,3,2,1,0,0,10,6,0,8749,,,,,,,,,,,,,
3992,,,,,,,,,,,,,,3287,4,6,1,1,7,5,5,2,0,2,6,5,4,0,6585,3,5,1,1,6,5,4,2,0,0,6,5,3,4988,6,4,1,1,5,5,3,1,0,0,6,5,3,6616,,,,,,,,,,,,,,7367,,,,,,,,,,,,,
2548,6,5,2,2,3,4,2,1,0,3,6,4,0,1789,5,5,2,3,4,3,1,2,37,2,7,5,4,2,4972,6,1,2,4,3,3,1,2,0,0,5,3,2,3697,6,3,1,3,3,3,2,4,0,0,4,2,4,2796,,,,,,,,,,,,,,3970,,,,,,,,,,,,,
2464,6,1,2,6,3,6,7,1,0,5,7,5,0,996,6,1,1,5,3,6,6,2,43,6,6,6,0,4,3847,6,1,1,1,7,6,6,2,0,6,7,4,3,4507,6,1,2,5,4,5,3,2,0,0,8,3,3,3519,6,1,1,6,4,6,6,2,0,0,7,4,4,212,,,,,,,,,,,,,
2548,,,,,,,,,,,,,,1789,4,1,1,1,2,3,2,1,20,1,7,2,1,0,3179,4,4,1,1,1,3,1,1,0,5,7,2,1,2055,4,4,2,1,1,4,2,1,25,5,8,5,1,5725,6,2,1,1,1,1,1,1,0,0,6,2,4,470,6,7,2,6,2,3,1,1,0,0,6,2,2
2464,,,,,,,,,,,,,,996,,,,,,,,,,,,,,,3847,5,4,2,1,6,7,7,4,36,5,6,2,3,6280,6,2,1,1,7,5,5,1,0,0,7,2,4,4806,6,4,1,1,7,7,3,2,0,0,8,2,2,5700,6,7,2,7,1,2,1,1,60,0,8,2,3
5942,,,,,,,,,,,,,,3299,,,,,,,,,,,,,,,3312,5,3,1,1,5,5,4,2,0,4,7,4,5,2733,3,4,1,2,6,2,7,2,0,5,6,5,4,3716,5,1,1,1,6,5,7,2,0,2,7,5,3,4973,6,2,1,2,7,5,7,3,38,3,6,5,3
3992,,,,,,,,,,,,,,3287,,,,,,,,,,,,,,,2676,,,,,,,,,,,,,,6756,,,,,,,,,,,,,,8120,1,1,7,5,4,5,7,0,0,2,8,6,3,8704,6,1,1,5,6,6,7,0,40,0,6,6,4
5942,,,,,,,,,,,,,,3299,,,,,,,,,,,,,,,3312,,,,,,,,,,,,,,2733,,,,,,,,,,,,,,3716,6,3,1,1,7,7,7,1,40,1,8,5,4,4973,5,4,2,3,2,2,3,2,0,1,8,5,5
4060,6,3,7,7,3,3,2,2,0,1,6,1,3,6727,6,5,1,1,5,4,4,1,30,3,7,4,3,2,5384,6,3,2,1,5,4,4,2,35,6,6,4,4,2095,6,5,1,1,6,4,4,2,0,3,7,4,4,4374,6,4,1,1,5,4,4,2,40,3,7,4,3,5228,,,,,,,,,,,,,
6189,,,,,,,,,,,,,,7318,,,,,,,,,,,,,,,7054,5,2,7,2,6,4,3,1,40,1,8,5,1,5187,6,3,7,3,5,5,3,2,0,2,8,4,1,3707,6,7,7,2,3,3,3,2,30,1,7,6,2,3580,6,7,1,3,3,1,2,2,0,2,7,4,2
4060,,,,,,,,,,,,,,6727,,,,,,,,,,,,,,,5384,,,,,,,,,,,,,,2095,6,5,1,1,2,1,2,2,4,2,8,5,2,4374,6,5,2,1,2,1,1,2,16,6,8,5,3,4403,6,5,3,1,3,1,1,2,0,3,7,4,4
3014,,,,,,,,,,,,,,4804,4,3,2,1,5,4,4,3,20,6,12,6,0,0,1071,4,3,2,1,3,3,3,2,0,6,5,5,0,5283,1,1,1,6,5,5,5,3,0,4,8,5,1,8853,1,1,1,2,6,4,5,2,0,0,5,6,0,7160,4,5,1,1,6,5,4,1,50,0,5,6,0
3014,,,,,,,,,,,,,,4155,,,,,,,,,,,,,,,8528,,,,,,,,,,,,,,0,,,,,,,,,,,,,,8992,3,1,3,2,7,7,6,1,0,6,10,2,0,8213,6,7,2,6,6,7,6,1,0,0,8,6,2
5537,6,4,1,1,7,7,7,1,0,1,8,6,5,3193,6,1,4,2,7,7,7,1,38,1,6,6,0,5,5332,6,1,3,3,1,3,1,1,0,0,8,5,0,4553,6,1,3,1,1,1,1,1,0,0,5,6,4,3552,,,,,,,,,,,,,,0,,,,,,,,,,,,,
5668,,,,,,,,,,,,,,2346,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,6948,,,,,,,,,,,,,,3528,4,3,1,1,5,4,5,2,0,3,8,5,1,0,,,,,,,,,,,,,
4189,,,,,,,,,,,,,,2360,,,,,,,,,,,,,,,4056,6,4,2,1,1,1,1,3,20,3,8,5,3,4396,5,4,2,1,2,4,2,3,0,6,6,6,3,2100,6,3,2,2,3,3,1,2,0,0,9,5,3,1570,5,1,1,1,1,1,2,2,0,0,7,6,2
6002,,,,,,,,,,,,,,2714,,,,,,,,,,,,,,,3943,,,,,,,,,,,,,,2626,,,,,,,,,,,,,,7617,6,1,2,4,4,6,6,1,0,0,8,5,0,575,6,1,1,5,3,2,3,1,0,0,10,2,0
6002,,,,,,,,,,,,,,2714,,,,,,,,,,,,,,,3943,,,,,,,,,,,,,,4487,,,,,,,,,,,,,,3924,,,,,,,,,,,,,,5554,4,1,7,7,5,6,4,1,28,6,7,2,0
3922,,,,,,,,,,,,,,935,3,4,3,2,4,3,2,2,40,3,7,5,0,4,908,5,2,1,1,4,3,3,3,998,1,5,5,0,3410,5,3,2,1,3,3,1,3,0,2,8,6,0,3400,6,1,1,1,5,3,3,2,0,5,7,5,0,4841,6,7,2,2,4,3,4,3,0,5,7,6,1
2957,,,,,,,,,,,,,,2654,6,6,4,1,1,2,1,1,8,5,8,6,0,1,3962,6,5,1,1,4,2,2,1,0,0,4,5,0,2383,5,1,1,1,3,5,4,2,0,0,8,5,0,1529,6,6,3,1,4,3,5,4,0,0,7,5,0,2042,,,,,,,,,,,,,
2957,,,,,,,,,,,,,,3529,4,5,1,1,1,2,2,1,0,0,8,5,0,2,2913,5,1,1,1,2,3,2,1,0,0,6,5,0,2472,5,1,3,1,2,3,2,1,0,0,6,5,0,4562,6,5,4,3,1,1,3,1,0,0,6,5,0,7095,5,1,4,2,2,1,2,1,40,0,6,3,0
6281,,,,,,,,,,,,,,2723,,,,,,,,,,,,,,,2443,6,6,1,1,2,4,3,2,0,1,7,5,0,5468,6,4,2,1,5,3,2,1,0,0,1,5,0,6300,6,6,2,1,3,5,3,1,0,0,7,4,0,5086,6,5,3,1,5,3,2,1,0,0,7,5,0
7235,,,,,,,,,,,,,,1900,4,7,4,2,7,7,5,2,20,1,8,6,0,0,442,6,2,1,1,7,7,4,3,0,2,7,5,3,3997,6,4,1,1,7,6,6,2,0,1,8,5,4,3636,5,4,1,1,7,2,4,3,0,3,6,4,3,7164,6,2,7,7,7,4,5,1,20,0,7,1,6
3924,6,4,1,7,6,6,4,1,0,5,7,4,1,674,6,5,2,1,6,3,2,1,15,1,6,5,3,6,3176,5,4,2,1,6,4,4,1,35,3,8,2,4,2216,,,,,,,,,,,,,,7362,,,,,,,,,,,,,,0,,,,,,,,,,,,,
3924,,,,,,,,,,,,,,674,5,5,2,2,5,4,2,2,0,2,7,6,3,4,3176,6,6,3,3,5,5,4,2,0,1,7,2,5,7949,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,
2238,,,,,,,,,,,,,,745,,,,,,,,,,,,,,,2650,6,3,2,3,6,4,3,2,0,1,6,5,5,1941,6,5,1,4,6,6,2,2,0,1,7,2,5,7514,6,4,2,3,2,2,2,2,0,3,7,2,5,2564,6,1,2,2,4,2,1,1,0,0,7,2,3
2238,,,,,,,,,,,,,,745,,,,,,,,,,,,,,,2650,,,,,,,,,,,,,,1941,6,5,5,3,4,5,3,2,0,2,9,4,4,7514,6,5,4,1,4,5,4,2,0,1,8,4,3,1058,6,1,2,1,4,2,2,1,0,1,7,4,4
7247,,,,,,,,,,,,,,8278,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,8236,,,,,,,,,,,,,,3925,2,1,1,1,4,4,3,1,30,6,7,5,3,7230,3,4,1,1,5,5,4,2,0,3,7,4,3
7247,,,,,,,,,,,,,,8278,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,8236,,,,,,,,,,,,,,3925,4,4,4,2,3,4,4,3,0,2,8,4,3,7230,5,5,5,4,2,4,2,1,0,6,7,4,4
1529,,,,,,,,,,,,,,4944,,,,,,,,,,,,,,,7076,6,1,1,1,7,2,4,3,0,6,5,6,0,3885,6,1,1,2,3,3,3,0,0,6,4,6,4,2851,6,1,1,1,7,7,3,4,0,0,5,6,2,1319,3,1,1,1,7,6,5,2,37,0,10,6,0
1529,,,,,,,,,,,,,,4944,,,,,,,,,,,,,,,7076,,,,,,,,,,,,,,4610,6,7,1,1,4,6,6,2,0,0,8,4,0,342,6,1,1,1,7,5,5,1,0,0,7,5,0,511,6,1,1,1,1,1,1,2,40,0,8,1,0
4159,,,,,,,,,,,,,,5309,,,,,,,,,,,,,,,4587,,,,,,,,,,,,,,2879,,,,,,,,,,,,,,1868,6,7,3,6,5,3,3,3,0,2,7,2,0,3024,4,1,2,5,5,3,4,1,0,2,7,5,0
4156,,,,,,,,,,,,,,6343,6,3,1,4,5,4,2,1,20,4,9,4,0,5,6262,6,4,1,5,5,5,3,2,30,1,8,5,0,6545,3,1,1,3,4,4,2,1,0,0,8,5,2,1715,5,1,2,3,5,4,2,1,0,0,9,5,4,1334,6,1,2,5,6,6,4,1,0,0,8,4,4
7279,,,,,,,,,,,,,,8140,,,,,,,,,,,,,,,8474,,,,,,,,,,,,,,0,,,,,,,,,,,,,,9080,4,1,2,1,6,6,2,1,0,0,10,5,0,0,,,,,,,,,,,,,
7279,,,,,,,,,,,,,,8140,,,,,,,,,,,,,,,8474,,,,,,,,,,,,,,0,,,,,,,,,,,,,,8788,6,6,1,4,7,7,2,1,0,1,8,5,0,8259,5,4,2,1,4,7,6,1,0,0,6,5,0
3222,6,4,2,3,2,6,3,3,0,1,6,5,5,5296,4,4,2,4,2,3,1,2,10,1,7,6,5,0,1020,6,5,3,2,5,2,2,2,0,2,7,5,4,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,
2478,,,,,,,,,,,,,,2909,,,,,,,,,,,,,,,3731,3,4,1,2,1,3,2,2,30,1,8,5,0,5159,5,4,1,3,3,4,3,1,0,2,8,5,0,8278,6,3,1,4,2,2,2,1,0,0,8,5,2,0,,,,,,,,,,,,,
2017,,,,,,,,,,,,,,3947,6,4,1,2,5,5,4,1,23,6,9,6,3,3,4346,6,1,1,2,6,6,6,1,30,6,8,4,3,6757,6,7,1,1,5,5,4,1,0,0,8,2,5,3868,6,7,1,4,5,6,5,1,0,0,8,3,2,1724,,,,,,,,,,,,,
2017,,,,,,,,,,,,,,3947,6,1,7,3,1,3,4,3,15,3,10,3,0,3,4346,6,4,2,5,2,1,1,1,14,4,9,2,0,5790,4,4,7,4,1,3,3,2,0,2,8,2,1,4193,5,1,1,5,1,6,6,1,0,2,8,2,1,3008,5,7,1,6,1,3,2,1,60,3,8,2,1
1379,,,,,,,,,,,,,,2864,,,,,,,,,,,,,,,4687,,,,,,,,,,,,,,6522,1,3,1,1,5,4,3,2,0,4,7,2,0,5682,,,,,,,,,,,,,,1782,,,,,,,,,,,,,
2523,,,,,,,,,,,,,,4184,,,,,,,,,,,,,,,5805,,,,,,,,,,,,,,5677,,,,,,,,,,,,,,4154,4,5,2,4,3,2,3,2,0,1,8,5,4,5590,4,5,2,4,2,2,2,1,0,1,7,5,5
1379,,,,,,,,,,,,,,2864,,,,,,,,,,,,,,,4687,,,,,,,,,,,,,,6522,,,,,,,,,,,,,,5682,,,,,,,,,,,,,,1782,5,3,1,7,4,7,5,1,0,3,6,4,0
6716,5,4,1,1,7,7,3,1,0,1,7,6,4,7715,6,5,2,1,6,6,7,1,0,1,6,4,4,4,8190,6,4,7,7,5,7,7,1,20,2,6,5,3,7020,6,1,1,3,5,3,3,5,0,1,7,5,4,9066,6,7,2,2,4,4,3,1,0,0,6,4,5,4348,,,,,,,,,,,,,
6716,,,,,,,,,,,,,,7715,,,,,,,,,,,,,,,8190,6,4,2,2,7,2,2,1,0,4,7,6,3,7020,6,4,3,1,7,6,5,1,20,6,6,6,5,8855,6,1,3,1,7,7,4,1,0,6,7,5,3,4613,6,1,4,4,6,3,3,1,40,0,6,5,5
892,5,4,2,1,4,1,2,2,0,1,6,4,3,2531,4,4,2,7,1,1,1,1,25,1,8,5,3,0,5050,6,7,1,1,4,2,4,2,0,4,7,4,2,2687,6,1,1,4,4,3,2,1,0,0,8,3,3,4165,6,1,2,2,4,3,4,3,0,0,7,4,5,3649,,,,,,,,,,,,,
1363,,,,,,,,,,,,,,2347,5,2,1,1,4,5,4,2,30,6,7,5,0,2,5158,5,1,1,1,2,3,4,2,20,6,7,5,3,714,5,1,1,4,5,5,3,2,35,2,7,5,4,6686,6,1,1,2,5,5,3,2,40,6,8,4,5,5698,5,7,1,2,3,5,4,2,40,0,7,5,4
1363,,,,,,,,,,,,,,2347,,,,,,,,,,,,,,,5158,5,3,2,3,5,5,3,2,25,3,7,5,0,714,5,3,1,2,4,4,4,2,0,6,6,5,3,6686,6,3,1,3,3,3,2,2,25,2,6,5,3,6171,4,1,2,1,2,2,1,2,45,0,6,5,3
3500,,,,,,,,,,,,,,3099,,,,,,,,,,,,,,,4276,,,,,,,,,,,,,,1222,,,,,,,,,,,,,,983,5,1,3,2,3,5,3,1,0,6,8,4,1,3009,4,1,2,1,3,4,4,1,0,5,8,5,0
5991,,,,,,,,,,,,,,6603,6,3,1,4,2,3,2,3,1,5,8,6,0,0,5125,6,3,1,1,2,3,1,2,12,2,8,5,4,5099,5,3,1,1,3,5,2,3,13,4,8,5,4,6980,6,2,1,1,2,2,2,2,0,4,7,5,3,7025,5,4,2,2,3,3,2,2,0,0,7,4,3
3916,,,,,,,,,,,,,,4953,,,,,,,,,,,,,,,5463,5,1,1,1,7,7,6,2,0,0,8,2,1,3936,6,1,1,1,3,4,2,3,0,0,9,2,3,3490,6,7,1,4,3,6,6,2,0,0,8,4,5,221,6,1,2,6,7,7,5,2,40,0,8,5,0
